2024-11-30 03:32:51,519 [modloading-worker-0] WARN treasure2 | TreasureLootTableRegistry.java:171 | unable to locate file in jar -> data/treasure2/loot_tables/injects
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:sapphire_key by rarity -> EPIC
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:pilferers_lock_pick by rarity -> COMMON
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:iron_key by rarity -> UNCOMMON
2024-11-30 20:17:34,005 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:wither_key by rarity -> RARE
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:spider_key by rarity -> SCARCE
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:142 | registering key -> treasure2:one_key by rarity -> MYTHICAL
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:onyx_lock by rarity -> SCARCE
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:spider_lock by rarity -> SCARCE
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:emerald_lock by rarity -> RARE
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:ruby_lock by rarity -> EPIC
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:stone_lock by rarity -> COMMON
2024-11-30 20:17:34,006 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:leaf_lock by rarity -> UNCOMMON
2024-11-30 20:17:34,007 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:sapphire_lock by rarity -> EPIC
2024-11-30 20:17:34,007 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:diamond_lock by rarity -> RARE
2024-11-30 20:17:34,007 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:ember_lock by rarity -> SCARCE
2024-11-30 20:17:34,007 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:gold_lock by rarity -> SCARCE
2024-11-30 20:17:34,008 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:wood_lock by rarity -> COMMON
2024-11-30 20:17:34,008 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:iron_lock by rarity -> UNCOMMON
2024-11-30 20:17:34,008 [main] INFO treasure2 | TreasureTags.java:157 | registering lock -> treasure2:topaz_lock by rarity -> SCARCE
2024-11-30 20:17:34,008 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:viking_chest by rarity -> UNCOMMON
2024-11-30 20:17:34,009 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:pirate_chest by rarity -> SCARCE
2024-11-30 20:17:34,010 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:safe by rarity -> RARE
2024-11-30 20:17:34,011 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:cauldron_chest by rarity -> EPIC
2024-11-30 20:17:34,011 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:crate_chest by rarity -> UNCOMMON
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:crate_chest_moldy by rarity -> COMMON
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:dread_pirate_chest by rarity -> EPIC
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:spider_chest by rarity -> RARE
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:ironbound_chest by rarity -> UNCOMMON
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:skull_chest by rarity -> SKULL
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:milk_crate by rarity -> COMMON
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:gold_skull_chest by rarity -> GOLD_SKULL
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:gold_strongbox by rarity -> RARE
2024-11-30 20:17:34,012 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:iron_strongbox by rarity -> SCARCE
2024-11-30 20:17:34,013 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:crystal_skull_chest by rarity -> CRYSTAL_SKULL
2024-11-30 20:17:34,013 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:wood_chest by rarity -> COMMON
2024-11-30 20:17:34,013 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:wither_chest by rarity -> WITHER
2024-11-30 20:17:34,013 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:compressor_chest by rarity -> EPIC
2024-11-30 20:17:34,013 [main] INFO treasure2 | TreasureTags.java:174 | registering chest -> treasure2:cardboard_box by rarity -> COMMON
2024-11-30 20:17:34,014 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:onyx by rarity -> RARE
2024-11-30 20:17:34,014 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:ruby by rarity -> RARE
2024-11-30 20:17:34,014 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:white_pearl by rarity -> RARE
2024-11-30 20:17:34,014 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:sapphire by rarity -> EPIC
2024-11-30 20:17:34,014 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:black_pearl by rarity -> EPIC
2024-11-30 20:17:34,015 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:gold_coin by rarity -> SCARCE
2024-11-30 20:17:34,015 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:topaz by rarity -> SCARCE
2024-11-30 20:17:34,015 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> minecraft:diamond by rarity -> SCARCE
2024-11-30 20:17:34,015 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> minecraft:emerald by rarity -> SCARCE
2024-11-30 20:17:34,015 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:silver_coin by rarity -> UNCOMMON
2024-11-30 20:17:34,016 [main] INFO treasure2 | TreasureTags.java:191 | registering wishable -> treasure2:copper_coin by rarity -> COMMON
2024-11-30 20:17:37,303 [Server thread] INFO treasure2 | WorldEventHandler.java:62 | In world load event
2024-11-30 20:17:37,306 [Server thread] INFO treasure2 | WorldEventHandler.java:72 | In world load event for dimension minecraft:overworld
2024-11-30 20:17:38,372 [Server thread] INFO treasure2 | WorldEventHandler.java:62 | In world load event
2024-11-30 20:17:38,372 [Server thread] INFO treasure2 | WorldEventHandler.java:72 | In world load event for dimension minecraft:the_end
2024-11-30 20:17:38,374 [Server thread] INFO treasure2 | WorldEventHandler.java:62 | In world load event
2024-11-30 20:17:38,374 [Server thread] INFO treasure2 | WorldEventHandler.java:72 | In world load event for dimension minecraft:the_nether
